Food_ID,Food name and Description,Alternate/Common name(s),Water (g),"Energy, calculated (kcal)",Protein (g),Total Fat (g),"Carbohydrate, total (g)","Ash, total (g)",Image Link,Category
F012,"Beef intestine, large",Baka bitukang malaki,84.2,103.0,5.0,8.1,2.6,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F012.jpg,MEATS
F013,"Beef intestine, small",Baka bitukang maliit,77.3,109.0,16.4,4.2,1.4,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F013.jpg,MEATS
F014,Beef kidney,Baka bato,79.3,89.0,16.2,2.2,1.1,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F014_2.png,MEATS
F015,Beef lean meat,Baka laman,70.6,134.0,23.1,4.6,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0152.png,MEATS
F016,"Beef lean meat, boiled","Baka laman, nilaga",68.7,146.0,25.3,5.0,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0161.png,MEATS
F017,"Beef lean meat, broiled","Baka laman, inihaw",65.2,149.0,30.4,3.0,0.0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa23.jpg,MEATS
F018,"Beef lean meat, fried","Baka laman, prito",61.6,183.0,30.2,6.9,0.0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0181.png,MEATS
F019,Beef liver,Baka atay,66.6,144.0,20.6,3.2,8.3,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F019.jpg,MEATS
F020,"Beef liver, boiled","Baka atay, nilaga",65.2,154.0,25.5,4.0,4.0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0201.png,MEATS
F021,Beef lung,Baka baga,76.8,98.0,17.2,1.8,3.2,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F021.jpg,MEATS
F022,Beef mammary,Baka sinuso,31.6,550.0,6.6,55.4,6.2,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa24.jpg,MEATS
F023,Beef omasum,Baka librilyo,80.4,95.0,15.1,3.8,0.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F023.png,MEATS
F024,"Beef omasum, boiled","Baka librilyo, nilaga",81.0,93.0,14.8,3.7,0.0,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F024.png,MEATS
F025,Beef plate,Baka tadyang,66.5,203.0,18.2,14.5,0.0,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa25.jpg,MEATS
F026,Beef porterhouse steak,"Baka tagiliran, gitna",74.2,105.0,23.4,1.3,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F026.png,MEATS
F027,Beef reticulum,Baka mansanilya,72.0,170.0,13.9,12.1,1.4,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F027.png,MEATS
F028,"Beef reticulum, boiled","Baka mansanilya, nilaga",74.6,167.0,11.5,13.4,0.0,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_copy2.jpg,MEATS
F029,Beef rib roast,Baka kadera,55.9,314.0,15.1,28.2,0.0,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F029_copy2.png,MEATS
F030,Beef round,Baka pierna corta at pierna larga,72.0,139.0,20.7,6.2,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F030.png,MEATS
F031,"Beef round, boiled","Baka pierna corta at pierna larga, nilaga",77.0,106.0,19.2,3.2,0.0,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F031.png,MEATS
F032,"Beef round, broiled","Baka pierna corta at pierna larga, inihaw",72.1,132.0,21.4,5.1,0.0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0321.png,MEATS
F033,"Beef round, fried","Baka pierna corta at pierna larga, prito",71.3,140.0,21.1,6.2,0.0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F033.png,MEATS
F034,Beef rump,Baka tapadera,75.9,104.0,20.7,2.4,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa26.jpg,MEATS
F035,Beef shank,Baka kenchi,74.3,115.0,21.5,3.2,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F035.jpg,MEATS
F036,"Beef shank, boiled","Baka kenchi, nilaga",77.9,92.0,19.5,1.5,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F036.jpg,MEATS
F037,Beef short rib,Baka tadyang,61.5,248.0,20.2,18.6,0.0,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F037.jpg,MEATS
F038,Beef sirloin,"Baka tagiliran, hulihan",72.8,132.0,20.5,5.6,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0381.png,MEATS
F039,"Beef sirloin, boiled","Baka tagiliran, hulihan, nilaga",77.4,106.0,18.3,3.6,0.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0391.png,MEATS
F040,"Beef sirloin, broiled","Baka tagiliran, hulihan, inihaw",70.9,138.0,22.2,5.5,0.0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F040.jpg,MEATS
F041,"Beef sirloin, fried","Baka tagiliran, hulihan, prito",68.8,152.0,23.5,6.4,0.0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0411.png,MEATS
F042,Beef spleen,Baka lapay,77.6,95.0,18.2,2.0,1.0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F042.png,MEATS
F043,"Beef spleen, boiled","Baka lapay, nilaga",80.2,85.0,16.4,2.2,0.0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F043.png,MEATS
F044,Beef stomach,Baka sikmura,76.2,119.0,17.6,5.3,0.2,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa27.jpg,MEATS
F045,Beef tail,Baka buntot,50.7,360.0,15.8,33.0,0.0,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa28.jpg,MEATS
F046,Beef tenderloin,Baka solomilyo,72.1,128.0,22.8,4.1,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F046.jpg,MEATS
F047,Beef tongue,Baka dila,64.8,214.0,14.8,15.2,4.4,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0471.png,MEATS
F048,"Beef tongue, boiled","Baka dila, nilaga",57.8,227.0,11.4,12.0,18.3,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0481.png,MEATS
F049,Beef tripe,Baka goto,81.1,102.0,11.0,5.8,1.4,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F049.jpg,MEATS
F050,"Beef tripe, boiled","Baka goto, nilaga",82.2,94.0,10.3,5.2,1.5,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0501.png,MEATS
F051,Beef Uterus,Baka bahay guya,78.0,88.0,15.8,1.2,3.5,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F051.png,MEATS
F052,Carabeef blood,Kalabaw dugo,80.4,75.0,18.6,0.0,0.2,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0521.png,MEATS
F053,Carabeef brain,Kalabaw utak,77.2,136.0,904.0,10.1,1.9,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0531.png,MEATS
F054,Carabeef chuck,Kalabaw paypay,77.6,100.0,18.6,2.8,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa29.jpg,MEATS
F055,Carabeef heart,Kalabaw puso,76.4,114.0,17.4,4.6,0.7,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F055copy1.png,MEATS
F056,"Carabeef intestine, large",Kalabaw bitukang malaki,73.1,165.0,9.3,11.9,5.2,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0561.png,MEATS
F057,"Carabeef intestine, small",Kalabaw bitukang maliit,74.4,148.0,10.4,9.7,4.7,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0571.png,MEATS
F058,Carabeef kidney,Kalabaw bato,82.1,77.0,14.0,1.8,1.1,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0581.png,MEATS
F059,Carabeef lean meat,Kalabaw laman,77.3,90.0,20.6,0.8,0.0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0591.png,MEATS
F060,"Carabeef lean meat, boiled","Kalabaw laman, nilaga",74.9,100.0,22.4,1.2,0.0,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0601.png,MEATS
F061,Carabeef liver,Kalabaw atay,74.1,108.0,15.5,1.7,7.6,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa56.jpg,MEATS
F062,Carabeef lung,Kalabaw baga,79.2,87.0,18.6,1.4,0.0,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0611.png,MEATS
F063,Carabeef omasum,Kalabaw librilyo,90.5,37.0,8.7,0.2,0.1,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa30.jpg,MEATS
F064,Carabeef reticulum,Kalabaw mansanilya,78.3,119.0,11.2,6.9,2.9,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0631.png,MEATS
F065,Carabeef round,Kalabaw hita,77.1,94.0,20.4,1.4,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0641.png,MEATS
F066,Carabeef round steak,Kalabaw pierna corta at pierna larga,75.8,100.0,21.4,1.6,0.0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa32.jpg,MEATS
F067,Carabeef rump,Kalabaw tapadera,78.8,85.0,19.3,0.9,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa33.jpg,MEATS
F068,Carabeef shank,Kalabaw kenchi,76.4,102.0,20.2,2.4,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa34.jpg,MEATS
F069,Carabeef spleen,Kalabaw lapay,76.0,98.0,21.2,1.5,0.0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0691.png,MEATS
F070,Carabeef stomach,Kalabaw sikmura,79.9,81.0,18.7,0.7,0.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0701.png,MEATS
F071,Carabeef w/ fat,"Kalabaw laman, may taba",73.7,119.0,21.8,3.6,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0701.png,MEATS
F072,"Carabeef w/ fat, boiled","Kalabaw laman, may taba, nilaga",67.9,147.0,26.9,4.4,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa35.jpg,MEATS
F075,Chevon back,Kambing likod,77.0,96.0,20.4,1.6,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa36.jpg,MEATS
F076,Chevon breast,Kambing dibdib,80.1,82.0,17.7,1.2,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F075.jpg,MEATS
F077,Chevon flank,Kambing tiyan,73.3,149.0,16.6,9.2,0.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F076.jpg,MEATS
F078,Chevon heart,Kambing puso,75.2,125.0,17.7,5.9,0.8,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F077.jpg,MEATS
F079,"Chevon intestine, small",Kambing bitukang maliit,85.9,71.0,10.2,3.4,0.0,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F078.jpg,MEATS
F080,Chevon kidney,Kambing bato,79.0,97.0,15.9,3.5,0.4,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0791.png,MEATS
F081,Chevon leg,Kambing hita at binti,81.6,72.0,17.0,0.4,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F081.jpg,MEATS
F082,Chevon liver,Kambing atay,70.6,129.0,22.1,3.4,2.6,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F082.jpg,MEATS
F083,Chevon loin,Kambing lomo,76.0,95.0,22.3,0.6,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F083.jpg,MEATS
F084,Chevon lung,Kambing baga,78.2,93.0,17.0,2.1,1.6,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F084.jpg,MEATS
F085,Chevon neck,Kambing leeg,72.6,121.0,32.3,3.1,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F085.jpg,MEATS
F086,Chevon rib,Kambing tadyang,77.9,90.0,19.9,1.2,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F086.jpg,MEATS
F087,Chevon shank,Kambing biyas,78.0,89.0,19.8,1.1,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F087.jpg,MEATS
F088,Chevon shoulder,Kambing balikat,79.3,90.0,17.4,2.3,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F088.jpg,MEATS
F089,Chevon stomach,Kambing sikmura,86.7,57.0,9.8,11.0,1.9,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0891.png,MEATS
F090,"Chick, one-day old, fried",,54.8,237.0,25.3,14.6,1.2,4.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F090.png,MEATS
F091,Chicken back,Manok dugo,66.8,208.0,17.4,15.3,0.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F091.jpg,MEATS
F092,Chicken blood,Manok dugo,84.3,59.0,13.9,0.1,0.5,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F092.jpg,MEATS
F093,Chicken breast,Manok pitso,73.1,131.0,21.6,5.0,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F093.jpg,MEATS
F094,Chicken feet,Manok paa,64.5,187.0,24.7,9.8,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F094.jpg,MEATS
F095,"Chicken feet, bbq","Manok paa, bbq/""adidas""",55.4,229.0,26.9,11.9,3.6,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0981.jpg,MEATS
F096,Chicken gizzard,Manok balun-balunan,73.8,106.0,21.8,1.0,2.5,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F096.jpg,MEATS
F097,Chicken head,Chicken head,76.8,129.0,13.1,8.2,0.8,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F097.jpg,MEATS
F098,"Chicken head, bbq","Manok ulo, bbq/""helmet""",60.7,220.0,20.5,14.7,1.3,2.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F0951.jpg,MEATS
F099,Chicken heart,Manok puso,69.8,197.0,11.6,15.9,1.9,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F099.jpg,MEATS
F100,Chicken intestine,Manok bituka,75.0,155.0,13.0,11.4,0.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F100web.jpg,MEATS
F101,"Chicken intestine, bbq","Manok bituka, bbq/""IUD""/Isaw manok",57.3,210.0,28.2,9.6,3.0,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F101.jpg,MEATS
F102,Chicken leg/drumstick,Manok binti,67.7,2.4,17.1,15.0,0.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F102.jpg,MEATS
F103,Chicken liver,Manok atay,72.7,124.0,18.1,3.9,4.0,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F103.jpg,MEATS
F104,Chicken neck,Manok leeg,57.8,314.0,14.1,28.6,0.0,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F104.jpg,MEATS
F105,"Chicken pullet, breast","Manok dumalaga, pitso",76.7,103.0,19.6,2.7,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F105.png,MEATS
F106,"Chicken pullet, thigh","Manok dumalaga, hita",76.7,103.0,19.6,2.0,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F107.jpg,MEATS
F107,Chicken thigh,Manok hita,72.3,149.0,19.8,7.7,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F107.jpg,MEATS
F108,Chicken thigh & leg,Manok hita at binti,69.4,187.0,17.6,13.0,0.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F108.jpg,MEATS
F109,Chicken wing,Manok pakpak,67.3,194.0,18.9,13.2,0.0,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F109.jpg,MEATS
F110,Chicken white meat,Manok laman,75.3,110.0,20.6,3.1,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F110.png,MEATS
F111,"Chicken, white meat, boiled","Manok laman, nilaga",61.8,173.0,32.9,4.6,0.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F111.png,MEATS
F112,"Chicken, white meat, fried","Manok laman, prito",51.5,226.0,40.3,7.2,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F112.png,MEATS
F113,"Chicken, whole",Manok buo,66.6,215.0,17.4,16.2,0.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F113.jpg,MEATS
F116,Duck back,Pato likod,65.4,191.0,22.6,11.2,0.0,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1161.png,MEATS
F117,Duck blood,Pato dugo,83.6,62.0,10.7,0.1,4.5,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1171.png,MEATS
F118,Duck breast,Pato pitso,68.5,157.0,22.8,7.3,0.0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F118_rev1.png,MEATS
F119,Duck gizzard,Pato balun-balunan,74.7,108.0,22.1,2.2,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1191.png,MEATS
F120,Duck liver,Pato atay,74.5,116.0,15.6,3.8,4.9,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1201.png,MEATS
F121,Duck thigh,Pato hita,68.6,171.0,20.5,9.9,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F121_copy2.png,MEATS
F122,Duck wing,Pato pakpak,69.5,144.0,24.4,5.2,0.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F122.jpg,MEATS
F123,"Duck, wild, breast",Baliwis pitso,78.7,85.0,19.9,0.6,0.0,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa38.jpg,MEATS
F124,"Duck, wild, thigh",Baliwis hita,78.5,85.0,19.5,0.8,0.0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa38.jpg,MEATS
F125,Frog meat,Palaka laman,77.54,89.0,20.9,0.6,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F125.jpg,MEATS
F126,Goose breast,Gansa dibdib,72.3,122.0,23.4,3.2,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa40.jpg,MEATS
F127,Goose thigh,Gansa hita,72.1,127.0,23.0,3.9,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa41.jpg,MEATS
F128,Lamb flank,Tupa tiyan,73.3,149.0,16.6,9.2,0.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F129.png,MEATS
F129,Lamb foreshank,"Tupa biyas, harapan",73.0,135.0,19.9,6.1,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa42.jpg,MEATS
F130,Lamb hind shank,"Tupa biyas, likod",73.7,124.0,20.6,4.6,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F131.png,MEATS
F131,Lamb liver,Tupa atay,69.8,136.0,21.8,4.0,3.1,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F132.png,MEATS
F132,Lamb loin,Tupa lomo,74.1,123.0,20.2,4.7,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa44.jpg,MEATS
F133,Lamb lung,Tupa baga,77.4,95.0,17.3,1.7,2.5,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa44.jpg,MEATS
F134,Lamb neck,Tupa leeg,72.8,141.0,18.9,7.3,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F135.png,MEATS
F135,Lamb riblet,Tupa tadyang,72.2,157.0,16.9,9.9,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F136.png,MEATS
F136,Lamb roast/back,Tupa likod,73.9,129.0,19.2,5.8,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F137.png,MEATS
F137,Lamb shoulder,Tupa balikat,75.2,134.0,16.1,7.7,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa48.jpg,MEATS
F139,Moor hen breast,Ulok pitso,70.4,147.0,21.4,6.8,0.0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa48.jpg,MEATS
F140,Moor hen gizzard,Ulok balun-balunan,72.8,113.0,22.5,1.6,2.2,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa48.jpg,MEATS
F141,Moor hen liver,Ulok atay,70.7,130.0,18.0,3.5,6.5,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa48.jpg,MEATS
F142,Moor hen thigh,Ulok hita,72.9,134.0,20.1,5.9,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa48.jpg,MEATS
F143,Pigeon breast,Kalapati pitso,66.5,207.0,17.1,15.4,0.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F143_copy1.png,MEATS
F144,Pigeon thigh,Kalapati hita,64.6,239.0,14.6,20.1,0.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1441.png,MEATS
F145,"Pigeon, squab/young meat",Kalapati pitson,72.4,154.0,17.0,9.5,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaa49.jpg,MEATS
F146,Pork back fat,Baboy taba sa likod,36.2,513.0,11.6,51.8,0.0,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F146.png,MEATS
F147,Pork belly,Baboy liempo,47.5,393.0,14.5,37.2,0.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1471.png,MEATS
F148,"Pork belly, broiled","Baboy liempo, inihaw",67.9,213.0,14.0,17.4,0.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1481.png,MEATS
F149,"Pork belly, fried","Baboy liempo, prito",65.2,245.0,12.3,21.8,0.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F149.jpg,MEATS
F151,"Pork belly, boiled","Baboy liempo, nilaga",42.8,444.0,13.0,43.6,0.0,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F151.jpg,MEATS
F152,Pork blood,Baboy dugo,85.4,55.0,11.6,0.0,2.1,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1522.png,MEATS
F153,Pork Boston butt,Baboy paypay,54.8,329.0,14.3,30.2,0.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1531.png,MEATS
F154,"Pork Boston butt, boiled","Baboy paypay, nilaga",55.6,346.0,10.1,33.9,0.0,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1541.png,MEATS
F155,"Pork Boston butt, broiled","Baboy paypay, inihaw",68.8,203.0,13.9,16.4,0.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F155.png,MEATS
F156,"Pork Boston butt, fried","Baboy paypay, prito",64.9,239.0,14.2,20.2,0.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1561.png,MEATS
F157,"Pork Boston butt, lean","Baboy paypay, laman",58.6,278.0,17.3,23.2,0.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1571.png,MEATS
F158,"Pork Boston butt, lean, boiled","Baboy paypay, laman, nilaga",67.0,212.0,15.6,16.6,0.0,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1581.png,MEATS
F159,"Pork Boston butt, lean, broiled","Baboy paypay, laman, inihaw",69.4,154.0,22.3,7.2,0.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1591.png,MEATS
F160,"Pork Boston butt, lean, fried","Baboy paypay, laman, prito",72.3,136.0,20.5,6.0,0.0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1601.png,MEATS
F161,Pork center loin,"Baboy tagiliran, laman",34.8,519.0,12.5,52.1,0.0,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1612.png,MEATS
F162,Pork chop,Baboy kostillas,47.8,390.0,14.5,36.9,0.0,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F162.jpg,MEATS
F163,Pork ear,Baboy tenga,49.5,385.0,11.8,36.9,1.3,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1632.png,MEATS
F164,"Pork ear, bbq","Baboy tenga, bbq/",43.0,350.0,23.8,25.9,5.4,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F164.jpg,MEATS
F165,Pork ham,Baboy pigi/pigue,57.0,298.0,16.3,25.8,0.1,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1651.png,MEATS
F166,Pork head,Baboy ulo,53.3,326.0,14.4,28.8,2.3,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1661.png,MEATS
F167,Pork heart,Baboy puso,76.6,116.0,16.4,5.3,0.6,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1671.png,MEATS
F168,"Pork intestine, large",Baboy bitukang malaki,81.8,81.0,9.6,2.2,5.6,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1681.png,MEATS
F169,"Pork intestine, small",Baboy bitukang maliit,84.2,71.0,12.6,2.3,0.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1691.png,MEATS
F170,"Pork intestine, small, bbq","Baboy bitukang maliit, bbq/Isaw baboy",49.5,318.0,20.6,24.8,3.0,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F170.jpg,MEATS
F171,Pork kidney,Baboy bato,77.5,105.0,14.4,3.9,3.1,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1711.png,MEATS
F172,"Pork kidney, boiled","Baboy bato, nilaga",76.6,106.0,13.9,3.2,5.3,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1721.png,MEATS
F173,Pork leg,Baboy pata,65.4,203.0,20.2,13.6,0.0,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F173.jpg,MEATS
F174,Pork liver,Baboy atay,72.3,119.0,18.0,2.8,5.5,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F174.jpg,MEATS
F175,"Pork liver, boiled","Baboy atay, nilaga",60.9,170.0,17.8,3.5,16.9,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F175.jpg,MEATS
F176,"Pork liver, broiled","Baboy atay, inihaw",59.0,180.0,19.8,4.4,15.4,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F176.png,MEATS
F177,"Pork liver, fried","Baboy atay, prito",56.4,197.0,19.9,5.4,17.1,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F177.jpg,MEATS
F178,Pork lung,Baboy baga,83.2,73.0,12.2,1.8,2.0,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/F1781.png,MEATS
